type	string
mult_constraints_one_simple	《百年孤独》的作者是哪个国家的？	select ?y where { <百年孤独> <作者> ?x. ?x <国籍> ?y. }
mult_constraints_one_simple	法国国花的拉丁文学名是什么？	select ?y where { <法国_（法兰西共和国）> <国花> ?x. ?x <拉丁学名> ?y. }
mult_constraints_one_simple	《时间简史》的作者的英文全名是什么？	select ?y where { <时间简史_（斯蒂芬·霍金著作）> <作者> ?x. ?x <外文名> ?y. }
mult_constraints_one_simple	舒伯特出生城市有多大？	select ?y where { <舒伯特> <出生地> ?x. ?x <城市面积> ?y. }
mult_constraints_one_simple	卧虎藏龙的导演是什么星座？	select ?y where { <卧虎藏龙_（李安导演电影）> <导演> ?x. ?x <星座> ?y. }
mult_constraints_one_simple	我们经常吃的东坡肉的发明者的字号是什么？	select ?y where { <东坡肉> <创制人> ?x. ?x <字号> ?y. }
mult_constraints_one_simple	《指环王》系列电影的拍摄地点在哪个大洲？	select ?y where { <指环王_（英美2001-2003年彼得·杰克逊执导系列电影）> <拍摄地点> ?x. ?x <所属洲> ?y. }
mult_constraints_one_simple	天蝎座的守护神的的管辖范围是哪里？	select ?y where { <天蝎座_（占星学）> <守护神> ?x. ?x <司掌> ?y. }
mult_constraints_one_simple	李寻欢出自哪个作家的作品？	select ?y where { <李寻欢_（古龙武侠小说《多情剑客无情剑》中主人公）> <登场作品> ?x. ?x <作者> ?y. }
mult_constraints_one_simple	"万有引力定律"的提出者的信仰是？	select ?y where { <万有引力定律> <提出者> ?x. ?x <信仰> ?y. }
mult_constraints_one_simple	老干妈的创始人是什么职位？	select ?y where { <老干妈> <创始人> ?x. ?x <任职> ?y. }
mult_constraints_one_simple	《三体》的作者毕业于哪所大学？	select ?y where { <三体_（刘慈欣著科幻小说）> <作者> ?x. ?x <毕业院校> ?y. }
mult_constraints_one_simple	计算机的发明者是哪个民族的人？	select ?y where { <计算机> <发明者> ?x. ?x <民族> ?y. }
mult_constraints_one_simple	主演卧虎藏龙的有哪儿的人？	select ?y where { <卧虎藏龙_（李安导演电影）> <主演> ?x. ?x <出生地> ?y. }
mult_constraints_one_simple	《EVA》的导演毕业于哪所大学？	select ?y where { <eva_（福音战士ACGN系列）> <导演> ?x. ?x <毕业院校> ?y. }
mult_constraints_one_simple	"黑洞无毛定理"的提出者的成就主要有哪些？	select ?y where { <黑洞无毛定理> <提出者> ?x. ?x <主要成就> ?y. }
mult_constraints_one_simple	《额尔古纳河右岸》的作者来自哪个民族？	select ?y where { <额尔古纳河右岸> <作者> ?x. ?x <民族> ?y. }
mult_constraints_one_simple	奥地利的首都在哪个时区？	select ?y where { <奥地利> <首都> ?x. ?x <时区> ?y. }
mult_constraints_one_simple	《指环王》的原著作者毕业于哪所大学？	select ?y where { <指环王_（英美2001-2003年彼得·杰克逊执导系列电影）> <原著作者> ?x. ?x <毕业院校> ?y. }
mult_constraints_one_simple	《辛德勒的名单》的导演是哪个国家的？	select ?y where { <辛德勒的名单> <导演> ?x. ?x <国籍> ?y. }
mult_constraints_one_simple	蝙蝠侠的出生地有多少人口？	select ?a where { <蝙蝠侠_（美国DC漫画旗下超级英雄）> <出生地> ?x. ?x <人口> ?a. }
mult_constraints_one_simple	小说《伊豆的舞女》的作者在什么时间去世了？	select ?y where { <雪国_（日本川端康成著小说）> <作者> ?x. ?x <逝世日期> ?y. }
mult_constraints_one_simple	梅西所在俱乐部成立时间？	select ?y where { <里奥·梅西_（阿根廷足球运动员）> <所属运动队> ?x. ?x <成立时间> ?y. }
mult_constraints_one_simple	《甄嬛传》中甄嬛的饰演者的老公是谁？	select ?y where { <甄嬛_（小说《后宫·甄嬛传》的人物）> <饰演者> ?x. ?x <配偶> ?y. }
mult_constraints_one_simple	Windows操作系统发行公司的创始人是谁？	select ?y where { <Windows操作系统> <发行者> ?x. ?x <联合创始人> ?y. }
mult_constraints_one_simple	共产主义的发起者是哪个学校毕业的？	select ?y where { <共产主义> <发起者> ?x. ?x <毕业院校> ?y. }
mult_constraints_one_simple	北大现任校长毕业于哪所大学？	select ?y where { <北京大学> <现任校长> ?x. ?x <毕业院校> ?y. }
mult_constraints_one_simple	在金庸小说《天龙八部》中，萧峰的师父属于哪个帮派？	select ?y where { <萧峰_（金庸武侠小说《天龙八部》的男主角）> <师傅> ?x. ?x <帮派> ?y. }
mult_constraints_one_simple	《额尔古纳河右岸》的作者有何社会评价？	select ?y where { <额尔古纳河右岸> <作者> ?x. ?x <社会评价> ?y. }
mult_constraints_one_simple	拉斯维加斯所属州的别名是什么？	select ?x where { <拉斯维加斯_（美国内华达州的最大城市）> <所属地区> ?y. ?y <别名> ?x. }
mult_constraints_one_simple	印度教主神毗湿奴的坐骑的原型是什么？	select ?x where { <毗湿奴_（印度教主神）> <坐骑> ?y. ?y <原型> ?x. }
mult_constraints_one_simple	俄罗斯的首都有多少人口？	select ?x where { <俄罗斯_（俄罗斯联邦）> <首都> ?y. ?y <人口> ?x. }
mult_constraints_one_simple	中国的首都的占地面积多少？	select ?x where { <中华人民共和国> <首都> ?y. ?y <面积> ?x. }
mult_constraints_one_simple	加拿大最大城市有哪些机场？	select ?x where { <加拿大_（北美洲国家）> <最大城市> ?y. ?y <机场> ?x. }
mult_constraints_one_simple	上海期货交易所所在地区有机场吗？	select ?x where { <上海期货交易所> <地区> ?y. ?y <机场> ?x. }
mult_constraints_one_simple	阿根廷央行的职责是什么？	select ?x where { <阿根廷_（阿根廷共和国）> <中央银行> ?y. ?y <职责> ?x. }
mult_constraints_one_simple	电影钢铁侠的主演都有哪些代表作品？	select ?x where { <Ironman_（美国2008年小罗伯特·唐尼主演电影）> <主演> ?y. ?y <代表作品> ?x. }
mult_constraints_one_simple	出品速度与激情系列电影的公司的总部在哪里？	select ?x where { <速度与激情_（美国赛车动作主题系列电影）> <出品公司> ?y. ?y <总部地点> ?x. }
mult_constraints_one_simple	宋雪桦是在哪个地区上的大学？	select ?x where { <宋雪桦> <毕业院校> ?y. ?y <所属地区> ?x. }
mult_constraints_one_simple	小说《诛仙》的主要角色有哪些法宝？	select ?x where { <诛仙_（萧鼎著古典仙侠小说）> <主要角色> ?y. ?y <法宝武器> ?x. }
mult_constraints_one_simple	蜀道难的作者祖籍在哪里？	select ?x where { <蜀道难_（李白作古体诗）> <作者> ?y. ?y <祖籍> ?x. }
mult_constraints_one_simple	与刘昊然的星座相邻的有哪些星座？	select ?x where { <刘昊然> <星座> ?y. ?y <邻接星座> ?x. }
mult_constraints_one_simple	加拿大最高建筑的地理位置？	select ?x where { <加拿大_（北美洲国家）> <最高建筑> ?y. ?y <地理位置> ?x. }
mult_constraints_one_simple	钢铁侠的大学是谁创办的？	select ?x where { <史塔克_（美国动漫及电影钢铁侠中的人物）> <毕业院校> ?y. ?y <创办者> ?x. }
mult_constraints_one_simple	北京国安的主场最多能够容纳多少人？	select ?x where { <北京国安足球俱乐部> <主场馆> ?y. ?y <座位数量> ?x. }
mult_constraints_one_simple	北京奥运的吉祥物是谁设计的？	select ?x where { <2008年北京奥运会> <吉祥物> ?y. ?y <设计者> ?x. }
mult_constraints_one_simple	古希腊悲剧《俄狄浦斯王》的作者有哪些代表作品？	select ?x where { <俄狄浦斯王_（古希腊悲剧）> <作者> ?y. ?y <代表作品> ?x. }
mult_constraints_one_simple	你知道几个那些主角吊炸天的漫画的作者？	select ?x where { <高武世界_（指具体的高武世界（位面））> <代表> ?y. ?y <作者> ?x. }
mult_constraints_one_simple	俞敏洪母校的校庆日是哪一天？	select ?x where { <俞敏洪> <毕业院校> ?y. ?y <校庆日> ?x. }
mult_constraints_one_simple	克苏鲁所在群体都代表着什么？	select ?z where { <克苏鲁_（克苏鲁的呼唤神话小说里面的邪灵角色）> <所属> ?y. ?y <象征> ?z. }
mult_constraints_one_simple	康熙王朝的纸片人毕业于哪个学校？	select ?x where { <康熙王朝_（中国2001年陈家林执导陈道明主演电视剧）> <制片人> ?y. ?y <毕业院校> ?x. }
mult_constraints_one_simple	阿根廷首都面积有多大？	select ?x where { <阿根廷_（阿根廷共和国）> <首都> ?y. ?y <面积> ?x. }
mult_constraints_one_simple	《半生缘》的作者的毕业院校是？	select ?x where { <半生缘_（张爱玲作品）> <作者> ?y. ?y <毕业院校> ?x. }
mult_constraints_one_simple	发行电影《谍影重重3》的公司的组织形式是怎样的？	select ?x where { <谍影重重3> <发行公司> ?y. ?y <组织形式> ?x. }
mult_constraints_one_simple	苹果公司的创始人什么时候去世的？	select ?x where { <苹果_（苹果产品公司）> <创始人> ?y. ?y <逝世日期> ?x. }
mult_constraints_one_simple	杜邦传的作者身高多少？	select ?x where { <杜邦传> <作者> ?y. ?y <身高> ?x. }
mult_constraints_one_simple	阿根廷国鸟属于哪个目？	select ?x where { <阿根廷_（阿根廷共和国）> <国鸟> ?y. ?y <目> ?x. }
mult_constraints_one_simple	北大校长的生日是什么时候？	select ?x where { <北京大学> <现任校长> ?y. ?y <出生日期> ?x. }
mult_constraints_one_simple	阿根廷的官方语言全球有多少人在用？	select ?x where { <阿根廷_（阿根廷共和国）> <官方语言> ?y. ?y <使用人数> ?x. }
mult_constraints_one_simple	阜田镇的方言属于哪个语系？	select ?x where { <阜田镇> <方言> ?y. ?y <所属语系> ?x. }
mult_constraints_one_simple	古希腊悲剧《俄狄浦斯王》的作者的出生日期？	select ?x where { <俄狄浦斯王_（古希腊悲剧）> <作者> ?y. ?y <出生日期> ?x. }
mult_constraints_one_simple	J联赛球队大阪樱花的主场最多能够容纳多少人？	select ?x where { <大阪樱花足球俱乐部> <主场馆> ?y. ?y <容量> ?x. }
mult_constraints_one_simple	习近平的母校的现在的校长是谁？	select ?z where { <习近平> <毕业院校> ?y. ?y <现任校长> ?z. }
mult_constraints_one_simple	《丰乳肥臀》的作者其民族是？	select ?x where { <丰乳肥臀> <作者> ?y. ?y <民族> ?x. }
mult_constraints_one_simple	小说《放手那么难》的连载网站的网址是什么？	select ?x where { <放手那么难> <连载网站> ?y. ?y <官网> ?x. }
mult_constraints_one_simple	巴黎的市长是在哪出生的？	select ?x where { <巴黎_（法国首都）> <市长> ?y. ?y <出生地> ?x. }
mult_constraints_one_simple	长城所在国家的首都是？	select ?x where { <万里长城_（中国古代军事工程）> <所属国家> ?y. ?y <首都> ?x. }
mult_constraints_one_simple	黄贯中的老婆参演了哪些影视作品？	select ?x where { <黄贯中> <配偶> ?y. ?y <代表作品> ?x. }
mult_constraints_one_simple	NIKE创始人的毕业院校是什么？	select ?x where { <NIKE> <创始人> ?y. ?y <毕业院校> ?x. }
mult_constraints_one_simple	《野草》的作者其民族是？	select ?x where { <野草_（鲁迅创作散文诗集）> <作者> ?y. ?y <民族> ?x. }
mult_constraints_one_simple	《半生缘》的作者的主要成就有哪些？	select ?x where { <半生缘_（张爱玲作品）> <作者> ?y. ?y <血型> ?x. }
mult_constraints_one_simple	《丰乳肥臀》的作者的别名有？	select ?x where { <丰乳肥臀> <作者> ?y. ?y <别名> ?x. }
mult_constraints_one_simple	叔本华信仰的宗教主要分布在哪些区域？	select ?x where { <亚瑟·叔本华> <信仰> ?y. ?y <主要分布区域> ?x. }
mult_constraints_one_simple	建宁公主是哪位作家笔下的人物？	select ?x where { <建宁公主_（金庸小说《鹿鼎记》人物）> <登场作品> ?y. ?y <作者> ?x. }
mult_constraints_one_simple	上海总商会的首任总理是何时去世的？	select ?x where { <上海总商会> <首任总理> ?y. ?y <去世时间> ?x. }
mult_constraints_one_simple	《丰乳肥臀》的作者出生日期是？	select ?x where { <丰乳肥臀> <作者> ?y. ?y <出生日期> ?x. }
mult_constraints_one_simple	《半生缘》的作者其民族是？	select ?x where { <半生缘_（张爱玲作品）> <作者> ?y. ?y <民族> ?x. }
mult_constraints_one_simple	爱伦·坡出生的城市有哪些著名景点？	select ?x where { <埃德加·爱伦·坡> <出生地> ?y. ?y <著名景点> ?x. }
mult_constraints_one_simple	沈从文的同族人他们一般聚居在哪？	select ?x where { <沈从文> <民族> ?y. ?y <主要分布区> ?x. }
mult_constraints_one_simple	阿塞拜疆所属洲主要有哪些国家？	select ?x where { <阿塞拜疆> <所属洲> ?y. ?y <主要国家> ?x. }
mult_constraints_one_simple	《丰乳肥臀》的作者的主要成就是？	select ?x where { <丰乳肥臀> <作者> ?y. ?y <主要成就> ?x. }
mult_constraints_one_simple	上海期货交易所所在地区的气候怎么样？	select ?x where { <上海期货交易所> <地区> ?y. ?y <气候条件> ?x. }
mult_constraints_one_simple	电影阿凡达的导演来自哪个国家？	select ?x where { <Avatar_（2009年上映詹姆斯·卡梅隆执导美国电影）> <导演> ?y. ?y <国籍> ?x. }
mult_constraints_one_simple	周杰伦经纪公司的外文名？	select ?x where { <周杰伦> <经纪公司> ?y. ?y <外文名> ?x. }
mult_constraints_one_simple	"国际章"上的大学还出了什么名人？	select ?x where { <章子怡> <毕业院校> ?y. ?y <知名校友> ?x. }
mult_constraints_one_simple	《醉翁亭记》是哪个朝代的人写的？	select ?x where { <醉翁亭记> <作者> ?y. ?y <国籍> ?x. }
mult_constraints_one_simple	著有《百年孤独》一书的作者出生于何时？	select ?x where { <百年孤独> <作者> ?y. ?y <出生日期> ?x. }
mult_constraints_one_simple	星爷的公司是哪年成立的？	select ?x where { <周星驰> <经纪公司> ?y. ?y <成立时间> ?x. }
mult_constraints_one_simple	歌曲《红玫瑰》的原唱歌手是什么民族的？	select ?x where { <红玫瑰_（陈奕迅演唱歌曲）> <歌曲原唱> ?y. ?y <民族> ?x. }
mult_constraints_one_simple	金正恩父亲的军衔有多高？	select ?x where { <金正恩_（朝鲜最高领导人）> <父亲> ?y. ?y <军衔> ?x. }
mult_constraints_one_simple	《野草》的作者的代表作品有哪些？	select ?x where { <野草_（鲁迅创作散文诗集）> <作者> ?y. ?y <代表作品> ?x. }
mult_constraints_one_simple	NIKE总部所在地有哪些大学？	select ?x where { <NIKE> <总部地点> ?y. ?y <高等院校> ?x. }
mult_constraints_one_simple	游戏《敢死队的战争》的发行站点的网站口号是什么？	select ?x where { <敢死队的战争> <游戏站点> ?y. ?y <公司口号> ?x. }
